tconst,startYear,genres,runtimeMinutes,akas_title,averageRating,overview,poster_path,production_countries,primaryName,overview_fr
tt0262234,1995,"['Documentary', ' Short']",39,Wszystko moze sie przytrafic,7.7,"A story of life and death, featuring Lozinski's six-year-old son Tomaszek and elderly people spending time on the benches of a Warsaw park. Riding his scooter, Tomaszek asks the elderly very adult, though basic, questions, which they are happy to answer. The boy's ideas of future and life are confronted with those of men at the end of their lives.",/4GQVr0LMBEvzsjNBPybyxmMoRCy.jpg,['PL'],['Marcel Lozinski'],"Une histoire de vie et de mort, mettant en vedette le fils de Lozinski de six ans Tomaszek et les personnes âgées passant du temps sur les bancs d'un parc de Varsovie. Riding son scooter, Tomaszek pose aux personnes âgées très adultes, bien que basiques, questions qu'ils sont heureux de répondre. Les idées du garçon de l'avenir et de la vie sont confrontés à ceux des hommes à la fin de leur vie."
tt0263091,1976,"['Animation', ' Sci-Fi', ' Short']",12,Scenes with Beans,7.5,"A strange creature visits a very strange planet, where it watches the lives of the beans, the inhabitants of the planet. When the beans notice the creature's watchful eyes, they drive it away.",/ueWne8mLq1RGkjWcg1P21O6EZqa.jpg,['HU'],['Ottó Foky'],"Une créature étrange visite une planète très étrange, où elle regarde la vie des haricots, les habitants de la planète. Quand les haricots remarquent les yeux vigilants de la créature, ils la chassent."
tt0263278,2000,"['Documentary', ' Short']",39,Les dauphins,7.1,"From the banks of the Bahamas to the seas of Argentina, we go underwater to meet dolphins. Two scientists who study dolphin communication and behaviour lead us on encounters in the wild. Featuring the music of Sting. Nominated for an Academy Award®, Best Documentary, Short Subject, 2000.",/iGeyikHXVMHy1kTT9FwmNSB7Tah.jpg,['US'],['Greg MacGillivray'],"Deux scientifiques qui étudient la communication et le comportement des dauphins nous conduisent sur des rencontres dans la nature. Avec la musique de Sting. Nominé pour un Academy Award®, Meilleur documentaire, Short Subject, 2000."
tt0279079,2000,"['Animation', ' Drama', ' Short']",8,Père et fille,7.8,"A father says goodbye to his young daughter. In time the daughter grows old, but within her there is always a deep longing for her father.",/ubbjdHHMklvSJ1OtKruiA2otF4t.jpg,"['BE', '  NL', '  GB']",['Michael Dudok de Wit'],"Un père dit au revoir à sa jeune fille. Avec le temps, la fille vieillit, mais en elle il y a toujours un profond désir pour son père."
tt0289477,2000,"['Comedy', ' Horror', ' Short']",10,Les aventures de Klaus aux commandes du chariot élévateur,7.9,Short film depicting a fictional educational film about fork lift truck operational safety. The dangers of unsafe operation are presented in gory details.,/m2UqwOggUbQIuPeCOiRlYBUDDw0.jpg,['DE'],"['Jörg Wagner', ' Stefan Prehn']",Court métrage représentant un film éducatif fictif sur la sécurité opérationnelle des chariots élévateurs à fourche. Les dangers d'une exploitation dangereuse sont présentés dans des détails gory.
tt0291887,2000,"['Comedy', ' Drama', ' Romance']",18,Mauvaises fréquentations,7.3,"Guillermo seems like your average high school student, but in fact he's a suave expert at cruising his local shopping malls for gay sex. From a random trick, to his English tutor, to the hottest guy he's ever seen, Guillermo is completely honest and reveals everything.",/mrEmzKKniXlwCecj7xikHM780qZ.jpg,['ES'],"['Antonio Hens', ' Antonio Hens']","Guillermo semble être votre élève moyen du secondaire, mais en fait c'est un expert en suave à la croisière de ses centres commerciaux locaux pour le sexe gay. D'un tour aléatoire, à son tuteur anglais, au gars le plus sexy qu'il ait jamais vu, Guillermo est complètement honnête et révèle tout."
tt0297703,2000,"['Animation', ' Drama', ' Musical']",10,Adagio,7.7,"""Adagio"" which is a philosophical parable exploring the conflict between a hero and the crowd is loosely based on a romantic short story written by the famous Russian writer Maxim Gorky about a young man named Danko and his burning heart.",/bKHBbSp3CLxTAujfJFMs0c6340y.jpg,"['RU', '  FR']",['Garri Bardin'],"""Adagio"" qui est une parabole philosophique explorant le conflit entre un héros et la foule est vaguement basé sur une courte histoire romantique écrite par le célèbre écrivain russe Maxim Gorky au sujet d'un jeune homme nommé Danko et son cœur brûlant."
tt0298597,1975,"['Documentary', ' Short']",29,Les saisons,7.5,"The last collaboration of Artavazd Peleshian and cinematographer Mikhail Vartanov is a film-essay about Armenia's shepherds, about the contradiction and the harmony between man and nature, scored to Vivaldi's Four Seasons.",/ltbRLRdAC0uEyFgAGuxY1adCYrh.jpg,['SU'],['Artavazd Peleshian'],"La dernière collaboration d'Artavazd Peleshian et du cinéaste Mikhail Vartanov est un reportage sur les bergers arméniens, sur la contradiction et l'harmonie entre l'homme et la nature, marqué aux Four Seasons de Vivaldi."
tt0304394,2001,"['Drama', ' Short']",26,Une affaire d'hommes,7.7,"13-year-old Bartek tries desperately to hide the fact that his father beats him. Lonely and with no support from his mother or his school, tyrannized by his soccer coach, the boy finds his only friend in an old dying stray dog.",/lTDCP7PSx4RV2vvTDAW2J950MtN.jpg,['PL'],['Slawomir Fabicki'],"Bartek, 13 ans, essaie désespérément de cacher le fait que son père le bat. Seul et sans aucun soutien de sa mère ou de son école, tyrannisé par son entraîneur de soccer, le garçon trouve son seul ami dans un vieux chien errant mourant."
tt0310124,2002,"['Drama', ' Short']",29,Ô Belle Amérique,7.1,"Being gay bashed and left in a corn field in rural America takes an unusual turn when one of the bashers returns with remorse and a secret.  In a unique narrative style O beautiful is the story of a young man who is the victim of a hate crime. Left to suffer in the middle of a cornfield, he is soon helped by one of his attackers. A gripping story of acceptance and tolerance, this story explores the often misunderstood struggles of LGBT youth.",/u5qOBXROoUfNtvcV08C74ukAuIY.jpg,['US'],['Alan Brown'],"Dans un style narratif unique, O beau est l'histoire d'un jeune homme qui est victime d'un crime haineux. Gauche pour souffrir au milieu d'un champ de maïs, il est bientôt aidé par un de ses agresseurs. Une histoire saisissante d'acceptation et de tolérance, cette histoire explore les luttes souvent mal comprises de la jeunesse LGBT."
tt0316342,1987,"['Drama', ' Short']",24,Quelque chose est arrivé,7.4,A look at the true origins of the AIDS virus and the effect of the deadly disease upon a modern world.,/tfCmcAaluvvXGMS8sNvAnDpSTQP.jpg,['SE'],['Roy Andersson'],Un regard sur les véritables origines du virus du sida et l'effet de la maladie mortelle sur un monde moderne.
tt0321750,1987,"['Animation', ' Fantasy', ' Short']",15,Comment Wang-Fo fut sauvé,7.3,"Wang Fo, the greatest master of medieval China, aided by his assistant who has given up everything to follow him, desperately seeks aesthetic perfection. A day comes when he thinks he has achieved it. But his genius arouses both the curiosity and the jealousy of the Emperor. Wang Fo will be able to escape the Emperor's vindictiveness only by going to the limit of his talents.",/kWy2TeloMvHIwfDCavzyvoxcjvU.jpg,['FR'],['René Laloux'],"Wang Fo, le plus grand maître de la Chine médiévale, aidé par son assistant qui a tout abandonné pour le suivre, cherche désespérément la perfection esthétique. Un jour vient quand il pense l'avoir atteint. Mais son génie suscite à la fois la curiosité et la jalousie de l'empereur. Wang Fo ne pourra échapper à la vindicte de l'empereur qu'en allant à la limite de ses talents."
tt0325638,2002,"['Comedy', ' Romance', ' Short']",4,J'attendrai le suivant...,7.3,"On a subway train, a man announces that he's looking for someone who might be interested in him; the usual dating methods have not worked, though there's nothing wrong with him. He explains that any interested woman can just get off at the next stop. One woman looks interested...",/iTu72Gxt4f1iqNH2bw5Qh9O9G3e.jpg,['FR'],['Philippe Orreindy'],"Dans un train de métro, un homme annonce qu'il cherche quelqu'un qui pourrait s'intéresser à lui; les méthodes habituelles de rencontres n'ont pas fonctionné, bien qu'il n'y ait rien de mal avec lui. Il explique qu'une femme intéressée peut juste descendre à l'arrêt suivant. Une femme semble intéressée..."
tt0336693,1963,"['Documentary', ' Short']",20,La maison est noire,7.8,"Set in a leper colony in the north of Iran, The House is Black juxtaposes ""ugliness,"" of which there is much in the world as stated in the opening scenes, with religion and gratitude.",/eFIpxjYOMLoN5BBjy4McT7rBKmr.jpg,['IR'],['Forugh Farrokhzad'],"Situé dans une colonie de lépreux dans le nord de l'Iran, The House is Black juxtapose « la pudeur », dont il y a beaucoup dans le monde comme indiqué dans les scènes d'ouverture, avec religion et gratitude."
tt0355439,1988,"['Animation', ' Drama', ' Music']",19,Impression de montagne et d'eau,7.6,The story is about an impoverished elderly scholar and a young girl who cares for him briefly in return for guqin lessons.,/fmHptsoiiOSXLSdS5p7UXdKPdX8.jpg,['CN'],['Wei Te'],L'histoire parle d'un érudit âgé appauvri et d'une jeune fille qui s'occupe de lui brièvement en échange de leçons de guqin.
tt0370754,2002,"['Animation', ' Drama', ' Romance']",25,The Voices of a Distant Star,7.1,"It is 2046 when a mysterious alien force begins their annihilation of the human race. Leaving behind the one person she loves, Mikako joins the interstellar battle as a pilot. And so - while Mikako risks her life to save mankind - Noboru waits. The two lovers, worlds apart, desperately strive to remain connected as the gap between them widens at a frightening pace.",/mvRqW2z4iBws3CDkCNmojksyr4V.jpg,['JP'],['Makoto Shinkai'],"C'est en 2046 qu'une mystérieuse force extraterrestre commence à anéantir la race humaine. En laissant derrière elle la seule personne qu'elle aime, Mikako se joint à la bataille interstellaire en tant que pilote. Et ainsi - tandis que Mikako risque sa vie pour sauver l'humanité - Noboru attend. Les deux amants, mondes séparés, s'efforcent désespérément de rester connectés alors que le fossé entre eux s'élargit à un rythme effrayant."
tt0371596,2001,"['Animation', ' Fantasy', ' Horror']",4,Le chat qui avait des mains,7.3,"The story of a cat who, legend has it, longs to become human.",/hEVY60G2rmeXm3n2SqEpKtvbVJ0.jpg,['GB'],['Robert Morgan'],"L'histoire d'un chat qui, la légende l'a, aspire à devenir humain."
tt0377770,2003,"['Animation', ' Short']",7,Destino,7.6,"Short film to a song of love lost and rediscovered, a woman sees and undergoes surreal transformations. Her lover's face melts off, she dons a dress from the shadow of a bell and becomes a dandelion, ants crawl out of a hand and become Frenchmen riding bicycles. Not to mention the turtles with faces on their backs that collide to form a ballerina, or the bizarre baseball game.",/klOt8irNPS8EVgWgYk4MGy3JW0R.jpg,['US'],['Dominique Monfery'],"Court métrage d'une chanson d'amour perdue et redécouverte, une femme voit et subit des transformations surréalistes. Le visage de son amant se fond, elle revêt une robe de l'ombre d'une cloche et devient un pissenlit, des fourmis sortent d'une main et deviennent des Français à vélo. Sans parler des tortues avec des visages sur le dos qui se heurtent pour former une ballerine, ou le jeu de baseball bizarre."
tt0385586,2001,"['Animation', ' Comedy', ' Fantasy']",34,L'herbe du chat Jiru,7.6,"The surreal black comedy follows Nyatta, an anthropomorphic kitten, on his travel to the land of the dead and back in an effort to save his sister's soul.",/cB3YjrMY5IutYsRGf2NG5mAKBMY.jpg,['JP'],['Tatsuo Satô'],"La comédie noire surréaliste suit Nyatta, un chaton anthropomorphe, lors de son voyage au pays des morts et de retour dans un effort pour sauver l'âme de sa sœur."
tt0393932,1967,"['Animation', ' Short']",10,La moufle,7.7,"Short soviet animated movie about a girl who wants a dog, while her mother does not approve. The girl then starts playing with her mitten, pretending that it is a dog...",/9K08tuaS1fDSSi6ZDFCVTtbRVxV.jpg,['SU'],['Roman Kachanov'],"Court film d'animation soviétique sur une fille qui veut un chien, alors que sa mère n'approuve pas. La fille commence alors à jouer avec sa mitaine, prétendant que c'est un chien..."
tt0397693,2004,"['Drama', ' Romance', ' Short']",10,True,7.8,"While he's receiving an enigmatic phone call from his girlfriend Francine, Thomas remembers the milestones of their relationship, from the very moment they met in a really strange way. A segment of “Paris, je t'aime” (2006).",/pFw28bNtsM5SnD8ROYNETIhOJQd.jpg,"['DE', '  FR']",['Tom Tykwer'],"Alors qu'il reçoit un appel énigmatique de sa petite amie Francine, Thomas se souvient des jalons de leur relation, dès le moment même où ils se sont rencontrés d'une manière vraiment étrange."
tt0411819,1961,"['Comedy', ' Drama', ' Romance']",11,Rupture,7.0,"A man receives a breakup letter from his sweetheart, who sends him back his photo, in pieces. The pained lover decides to reply. Fountain pen, penholder, desk, stamps, paper and inkwell all contrive diabolically to thwart him.",/ic7i4HJwPy6NJ0Ed0CEFxc7jttf.jpg,['FR'],"['Jean-Claude Carrière', ' Pierre Étaix']","Un homme reçoit une lettre de rupture de son amour, qui lui renvoie sa photo, en morceaux. L'amant douloureux décide de répondre. Stylo de fontaine, porte-mine, bureau, timbres, papier et encrement tous contriver diaboliquement pour le contrarier."
tt0436595,2005,"['Documentary', ' Short']",40,Objectif Mars,7.2,Join the Mars rovers Spirit and Opportunity for an awe-inspiring journey to the surface of the mysterious red planet.,/l2SX7melm80fHU0KNYRSwW5KmPg.jpg,['US'],['George Butler'],Rejoignez le Mars Rovers Spirit et Opportunity pour un voyage époustouflant à la surface de la mystérieuse planète rouge.
tt0437300,1973,"['Animation', ' Family', ' Short']",12,La renarde et le lièvre,7.2,"As winter gives way to spring in the Russian wilderness, a crafty fox promptly expels a defenceless hare from his warm, comfortable residence, claiming the house for himself and leaving the poor owner to sleep outside under the stars. An assortment of compassionate animals – a wolf, a bear, a bull – take pity on the disheartened hare, and attempt to evict the cunning fox, but to no avail. Along comes a hilariously militant rooster, proud and tenacious, who marches into the hare's house and doesn't give up until the fox has been hounded back into the wilderness.",/dzajMiBdmJHBoJVugzZ91T6Vwry.jpg,['SU'],['Yuri Norstein'],"Alors que l'hiver fait place au printemps dans le désert russe, un renard rusé expulse rapidement un lièvre sans défense de sa résidence chaleureuse et confortable, revendiquant la maison pour lui-même et laissant le pauvre propriétaire dormir dehors sous les étoiles. Un assortiment d'animaux compatissants – un loup, un ours, un taureau – prennent pitié du lièvre découragé, et tentent d'expulser le renard rusé, mais en vain."
tt0441462,2004,"['Drama', ' Short']",11,The Natural Route,7.7,Soon a man will find out that his destiny is already written and that he can't do anything to change it.,/dgnq1t83xq4dku4lsMT2axYmAMA.jpg,['ES'],"['Àlex Pastor', ' Àlex Pastor']",Bientôt un homme découvrira que son destin est déjà écrit et qu'il ne peut rien faire pour le changer.
tt0469146,2005,"['Adventure', ' Animation', ' Mystery']",26,Les mystérieuses explorations de Jasper Morello,7.7,"Set in a world of iron dirigibles and steam powered computers, this gothic horror mystery tells the story of Jasper Morello, a disgraced aerial navigator who flees his plague-ridden home on a desperate voyage to redeem himself.",/m5FygVbGqkePUauEuZYsVTxSpjV.jpg,['AU'],['Anthony Lucas'],"Situé dans un monde de dirigibles de fer et d'ordinateurs à vapeur, ce mystère d'horreur gothique raconte l'histoire de Jasper Morello, un navigateur aérien déshonoré qui fuit sa maison ravagée par la peste lors d'un voyage désespéré pour se racheter."
tt0475730,1992,"['Animation', ' Drama', ' Fantasy']",20,Le rêve d'un homme ridicule,7.8,"An animated short film based on the 1877 short story written by Fyodor Dostoyevsky. It chronicles the experiences of a man who decides that there is nothing to live for in the world, and is therefore determined to commit suicide. A chance encounter with a young girl changes his mind.",/r6f7ufGatqyjbJwaLLo2qs3zhk7.jpg,['RU'],['Aleksandr Petrov'],"Un court métrage d'animation basé sur la courte histoire de 1877 écrite par Fyodor Dostoïevsky. Il relate les expériences d'un homme qui décide qu'il n'y a rien à vivre dans le monde, et est donc déterminé à se suicider. Une rencontre de hasard avec une jeune fille change d'avis."
tt0479113,2005,"['Animation', ' Comedy', ' Family']",4,L'homme-orchestre,7.6,"With one coin to make a wish at the piazza fountain, a peasant girl encounters two competing street performers who'd prefer the coin find its way into their tip jars. The little girl, Tippy, is caught in the middle as a musical duel ensues between the one-man-bands.",/AcV8uEs6x3srI1IdCDWWIf4tBP7.jpg,['US'],"['Andrew Jimenez', ' Mark Andrews']","Avec une pièce pour faire un vœu à la fontaine de la piazza, une paysanne rencontre deux artistes de rue qui préféreraient que la pièce trouve son chemin dans leurs pots de pourboire. La petite fille, Tippy, est prise au milieu comme un duel musical s'ensuit entre les un-homme-bands."
tt0484439,2005,"['Animation', ' Comedy', ' Family']",11,Les pingouins de Madagascar: Mission Noël,7.3,"During the holiday season, when the animals of the Central Park Zoo are preparing for Christmas, Private, the youngest of the penguins notices that the Polar Bear is all alone. Assured that nobody should have to spend Christmas alone, Private goes into the city for some last-minute Christmas shopping. Along the way, he gets stuffed into a stocking",/gOVdfrRfzQjYwezOxIap13j05d8.jpg,['US'],['Gary Trousdale'],"Pendant la saison des fêtes, lorsque les animaux du zoo de Central Park se préparent pour Noël, le soldat, le plus jeune des pingouins remarque que l'ours polaire est tout seul. Assuré que personne ne devrait passer Noël seul, le soldat va dans la ville pour quelques achats de dernière minute de Noël."
tt0495241,2003,"['Horror', ' Short', ' Thriller']",9,Saw,7.4,"David, an orderly at a hospital, tells his horrific story of being kidnapped and forced to play a vile game of survival.",/uvjBl6LHmb5JpAbmSZzeWA1c7Sv.jpg,['AU'],['James Wan'],"David, ordonné à l'hôpital, raconte son horrible histoire d'être kidnappé et forcé de jouer un vile jeu de survie."
tt0783521,2006,"['Animation', ' Comedy', ' Family']",7,Premier vol,7.0,"The story of a fastidiously organized businessman, whose perspective on life is forever changed through an unexpected encounter with a tiny fledgling bird.",/dRgpgc98Bqklwb6YG7C73WKPSbR.jpg,['US'],"['Cameron Hood', ' Kyle Jefferson']","L'histoire d'un homme d'affaires organisé avec célérité, dont la perspective de la vie est à jamais changée par une rencontre inattendue avec un petit oiseau naissant."
tt0803038,2002,"['Adventure', ' Animation', ' Comedy']",13,Mei et le Chatonbus,7.9,Mei has an adventure with a Kittenbus and her relatives. Totoro appears.,/tnTPgrMonzC523J0GWHr7Iomnlp.jpg,['JP'],['Hayao Miyazaki'],Mei a une aventure avec un Kittenbus et ses proches. Totoro apparaît.
tt0803764,1978,"['Animation', ' Comedy', ' Sci-Fi']",10,Kontakt,7.0,A man walking on the fields encounters an alien visitor from outer space.,/lVcuvpMy4HnYZEUdjH0eelM3iy3.jpg,['SU'],['Vladimir Tarasov'],Un homme qui marche sur les champs rencontre un visiteur extraterrestre de l'espace.
tt0816562,2006,"['Animation', ' Drama', ' Family']",7,La petite fille aux allumettes,7.8,"An animated short based on Hans Christian Andersen's tale about a poor young girl with a burning desire to find comfort and happiness in her life. Desperate to keep warm, the girl lights the matches she sells, and envisions a very different life for herself in the fiery flames filled with images of loving relatives, bountiful food, and a place to call home.",/lMZ5Xb302XF8u50ct4G1kOz0iXk.jpg,['US'],['Roger Allers'],"Un court métrage animé basé sur l'histoire de Hans Christian Andersen sur une jeune fille pauvre avec un désir brûlant de trouver le confort et le bonheur dans sa vie. Désireuse de garder au chaud, la fille allume les allumettes qu'elle vend, et envisage une vie très différente pour elle-même dans les flammes ardentes remplies d'images de parents aimants, de nourriture abondante, et un endroit pour appeler à la maison."
tt0820971,2006,"['Comedy', ' Crime', ' Short']",31,Le Mozart des pickpockets,7.0,"Richard and Philippe live hand to mouth, backing up a gang of Spanish pickpockets on the streets of Paris, posing as policemen who arrest a gang member while the others rifle the pockets and purses of gawkers. When all of the gang except Richard and Philippe are pinched, things look grim. Plus, Richard insists that they take in a wide-eyed immigrant lad, a deaf-mute left behind in the arrests. Philippe suggests a three-person pickpocket trick, using the boy, but when that goes spectacularly badly, they hit rock bottom. Then, at the cinema, the lad finds a solution. It's time to celebrate.",/c1J3GExIvB8rQWmgyxuMhRXJqrV.jpg,[''],['Philippe Pollet-Villard'],"Richard et Philippe vivent la main dans la bouche, supportant une bande de pickpockets espagnols dans les rues de Paris, se présentant comme des policiers qui arrêtent un membre d'un gang tandis que les autres fusillent les poches et les sacs de gawkers. Quand tout le gang sauf Richard et Philippe sont pincés, les choses ont l'air sombre. De plus, Richard insiste pour qu'ils prennent un immigrant aux yeux larges, un sourd-muet laissé derrière dans les arrestations. Philippe suggère un tour de pickpocket à trois personnes, utilisant le garçon, mais quand cela va spectaculairement mal, ils frappent le fond du rocher. Puis, au cinéma, le garçon trouve une solution. Il est temps de célébrer."
tt0863136,2006,"['Adventure', ' Animation', ' Family']",32,Pierre et le loup,7.5,"An animated retelling set to Prokofiev's suite. Peter is a slight lad, solitary, locked out of the woods by his protective grandfather",/hNXM8wUmM5dl6KIihwPfb0fZqmN.jpg,"['MX', '  NO', '  PL', '  CH', '  GB']",['Suzie Templeton'],"Un décor animé à la suite de Prokofiev. Pierre est un petit garçon, solitaire, enfermé hors des bois par son grand-père protecteur"
tt0923956,2006,"['Drama', ' Short']",25,La lampe au chapeau,7.5,A father and son go to town to try to fix a broken TV set.,/hSHycM6B2SME4JHOS3XwnWONw7T.jpg,['RO'],['Radu Jude'],Un père et un fils vont en ville pour essayer de réparer un téléviseur cassé.
tt0945571,2006,"['Animation', ' Comedy', ' Family']",5,Extra-terrien,7.7,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",/iwI3R8ZR3MQ5dnTx9tHSiS81i4W.jpg,['US'],['Gary Rydstrom'],"Lorsqu'un ado surconfident se retrouve derrière les commandes d'un vaisseau spatial, il doit tenter d'enlever un fermier en sommeil sous l'œil vigilant d'un instructeur critique. Mais enlever les humains nécessite une précision et un toucher doux, et en quelques étapes il est douloureusement clair pourquoi plus d'humains ne disparaissent pas chaque année."
tt10107022,2019,"['Drama', ' Romance', ' Short']",35,PD,7.9,"Thomas, a 17-year-old high school student, finds himself attracted to Esteban, another boy from his school. The rumor of Thomas's homosexuality is spreading fast, and he begins to suffer the gaze of others.",/qmduzHXtJICUBVPhqGyE60KMN2T.jpg,['FR'],['Olivier Lallart'],"Thomas, un lycéen de 17 ans, se trouve attiré par Esteban, un autre garçon de son école. La rumeur de l'homosexualité de Thomas se répand rapidement, et il commence à souffrir du regard des autres."
tt1027743,2007,"['Adventure', ' Animation', ' Documentary']",40,Géants des profondeurs 3D - Une aventure préhistorique,7.0,"Journey 80 million years back in time to an age when mighty dinosaurs dominated the land - and an equally astonishing assortment of ferocious creatures swam, hunted, and fought for survival beneath the vast, mysterious prehistoric seas.",/yXLz3nwA4nOaWzT1nFQbiKFqFKc.jpg,['US'],['Sean MacLeod Phillips'],"Voyage 80 millions d'années dans le temps à une époque où les puissants dinosaures dominaient la terre - et un assortiment tout aussi étonnant de créatures féroces nageaient, chassaient et luttaient pour la survie sous les vastes et mystérieuses mers préhistoriques."
tt10499942,2019,"['Animation', ' Drama', ' Family']",12,Mémorable,8.0,"Recently, Louis, painter, and his wife Michelle experience strange events. The universe around them seems to be changing. Slowly, furniture, objects, people lose their realism. They are breaking apart, sometimes disintegrating.",/eLW86bTGdsSADHgLBZZSpiO95s5.jpg,['FR'],['Bruno Collet'],"Récemment, Louis, peintre, et sa femme Michelle vivent des événements étranges. L'univers autour d'eux semble changer. Lentement, meubles, objets, les gens perdent leur réalisme. Ils se séparent, parfois se désintègrent."
tt1074974,1974,"['Animation', ' Short']",9,Le lionceau et la tortue,7.3,The Tortoise composed a song and the Lion cub learnt it by heart and they sang it together.,/64JDMrJha30L6n1zMUuc7QErhJj.jpg,['SU'],['Inessa Kovalevskaya'],La Tortue composa une chanson et le Lion l'apprit par cœur et ils la chantèrent ensemble.
tt1095191,2007,"['Drama', ' Short']",11,Le nouveau,7.0,"A young African boy with a haunting back story starts school in Ireland, and finds out quickly exactly what it means to be the new kid. Winner of Best Narrative Short at the 2008 Tribeca Film Festival and nominated for an Oscar.",/pWbx4W09bBDNfJYOTBHpzX0Hr53.jpg,['IE'],['Steph Green'],"Un jeune Africain avec une histoire de retour hantée commence l'école en Irlande, et découvre rapidement ce que cela signifie d'être le nouveau garçon. Lauréat du Meilleur Court Narratif au Festival du Film de Tribeca 2008 et nominé pour un Oscar."
tt11002468,2020,"['Drama', ' Short']",23,Alive - En vie,7.2,Victoria is disabled and she yearns after intimacy and her assistant Ida offers to help by making a Tinder profile. Victoria gets a match but the guy she is matching with is very shady and Ida gets worried what might happen if they meet,/fsub67KLyMq5JGcB2KE5spvL0nB.jpg,['SE'],['Jimmy Olsson'],Victoria est handicapée et elle aspire après l'intimité et son assistante Ida propose d'aider en faisant un profil Tinder. Victoria obtient un match mais le gars avec lequel elle est jumelée est très louche et Ida s'inquiète de ce qui pourrait arriver s'ils se rencontrent
tt1114718,2007,"['Animation', ' Comedy', ' Family']",6,Comment brancher son home cinéma,7.2,"Goofy tries to set up his new home theater in time for the big game, with disastrous results.",/eHU8HfMozjS6bC8APU4Ik3l3zXs.jpg,['US'],"['Stevie Wermers', ' Kevin Deters']","Goofy essaie de mettre en place son nouveau home cinéma à temps pour le grand jeu, avec des résultats désastreux."
tt11162992,2019,"['Documentary', ' Short', ' Sport']",28,"Lorena, la femme aux pieds légers",7.0,"A young woman of the Tarahumara, well-known for their extraordinary long distance running abilities, wins ultramarathons seemingly out of nowhere despite running in sandals.",/nDEXcwY18WyBnYrSDAmHgjTEqSX.jpg,['MX'],['Juan Carlos Rulfo'],"Une jeune femme du Tarahumara, bien connue pour ses capacités de course sur longue distance, gagne des ultramarathons apparemment hors de nulle part malgré la course en sandales."
tt1118511,2008,"['Animation', ' Comedy', ' Crime']",29,Wallace et Gromit: Un sacré pétrin,7.6,"Wallace and Gromit open a bakery, accidentally getting tied up with a murder mystery in the process. But when Wallace falls in love, Gromit is left to solve the case by himself.",/aCRoffkRpWRlArR7dAkxabaimLr.jpg,['GB'],"['Nick Park', ' Nick Park']","Wallace et Gromit ouvrent une boulangerie, se ligotant accidentellement avec un mystère de meurtre dans le processus. Mais quand Wallace tombe amoureux, Gromit est laissé pour résoudre l'affaire par lui-même."
tt1118665,2007,"['Animation', ' Horror', ' Short']",21,"Un medecin de campagne, de Kafka",7.3,"A hapless country doctor describes with breathless urgency a night-time summons to attend a young patient. Events soon take on a surreal aspect as ""unearthly horses"" transport him instantaneously to the bedside. The doctor, preoccupied with personal distractions and grievances against those he is employed to care for, fails to find what is revealed to be a vile, fatal wound. He is humiliated by the villagers, who are ""always expecting the impossible from the doctor,"" and doomed to an endless return trip, losing everything.",/mLTTzBADZdWDsytoVIcs0MAsUly.jpg,['JP'],['Kôji Yamamura'],"Le médecin, préoccupé par les distractions personnelles et les griefs à l'égard de ceux pour qui il est employé, ne trouve pas ce qui se révèle être une blessure vile et fatale. Il est humilié par les villageois, qui « s'attendent toujours à l'impossible du médecin », et condamné à un voyage de retour sans fin, perdant tout."
tt1121969,2007,"['Animation', ' Comedy', ' Fantasy']",9,Isabelle au bois dormant,7.7,"Princess Betty sleeps in a narcoleptic stupor. The king appeals to his subjects to wake her, and several respond: Uncle Henry VIII, Aunt Victoria, an emotional alien, a cool witch and a handsome prince. This worthy Prince Charles lookalike has to leave his royal suburb to save the princess, but will Betty be wakened with just a kiss?",/waPe0uuR1MJOi4RMWqLLmpbHaI1.jpg,['CA'],['Claude Cloutier'],"La princesse Betty dort dans une stupeur narcoleptique. Le roi fait appel à ses sujets pour la réveiller, et plusieurs répondent : Oncle Henry VIII, tante Victoria, une extraterrestre émotionnelle, une sorcière cool et un beau prince."
tt11332850,2021,"['Adventure', ' Animation', ' Comedy']",32,Ruby tombée du nid,7.0,A bird raised by mice begins to question where she belongs and sets off on a daring journey of self-discovery.,/bKIdlJbd17rrIm4oZzhXTbmqpon.jpg,['GB'],"['Michael Please', ' Daniel Ojari']",Un oiseau élevé par des souris commence à se demander où elle appartient et se lance dans un voyage audacieux d'auto-découverte.
tt11454944,2019,"['Animation', ' Short']",27,Physique de la tristesse,7.6,Tracks an unknown man’s life as he sifts through memories of his youth in Bulgaria through to his increasingly rootless and melancholic adulthood in Canada.,/v8irkoOnbGd00nhSnZVKvwCdq6N.jpg,"['CA', '  FR']",['Theodore Ushev'],Il suit la vie d'un inconnu qui passe à travers les souvenirs de sa jeunesse en Bulgarie jusqu'à son âge adulte de plus en plus sans racine et mélancolique au Canada.
